SYS.STBR-NAME,MAKE,DTL-6,DTL-CAT,TRANS-DATE,DOROTHY HILL,TRANS #,PART #,DESC,Ideal Components,TRANS-TYPE,TRANS-QTY,Central Supply,SALE,SRC-CAT,USER-ID,INV-NO,BIN1-DR,ADV-NO,CTRMN,CUST-NO,CUST-PO,PART-NO
Delta Dealer,HP,,,06/16/25,09:31,625-34173,TRANSMISSION,,IO,PUR,1,"3,100.00",0.00,6,144626IMUNOZ,FAKE_86,,141903,577572,,,HPTRANSMISSION
Delta Dealer,HP, ,  C      P,06/16/25,10:57,625-35191,08200-9022,HEVF-TYPE 1.0,,SLS,4,8.30,15.53,9,143702WBLACK,FAKE_25,307,278,577572,505820,,HP08200-9022
Delta Dealer,HP,,,06/16/25,09:31,626-34173,Trust Supply,,S,RV,-1,0.01,2.05,6,144626IMUNOZ,FAKE_86,SPORD,141903,143702,185467,,Prime Parts Ltd
Delta Dealer,HP, ,  C      P,06/16/25,11:04,626-35191,80210-TLA-A51,EVAPORATOR SUB-ASSY.,,ADD,0,117.71,,6,143702WBLACK,,SPORD,,,,,HP80210-TLA-A51
Delta Dealer,HP,,,06/16/25,09:31,627-34173,TRANSLKQ,,IO,RV,-1,"3,100.00",4100.00,6,144626IMUNOZ,FAKE_86,,141903,143702,185467,,HPTRANSLKQ
Delta Dealer,HP, ,  Z      P,06/16/25,11:04,627-35191,08799-0003,HFO1234YF REFRIGERAN,,SLS,1,76.45,134.79,9,143702WBLACK,FAKE_118,111,140746,143702,589922,,HP08799-0003
Delta Dealer,HP,,,06/16/25,09:31,628-34173,TRANSLKQ,,IO,PUR,-1,"3,100.00",0.00,6,144626IMUNOZ,FAKE_86,,141903,143702,,,HPTRANSLKQ
Delta Dealer,HP, ,  C      P,06/16/25,11:05,628-35191,08200-9022,HEVF-TYPE 1.0,,RV,-4,8.30,15.53,9,143702WBLACK,FAKE_25,307,278,577572,505820,,HP08200-9022
Delta Dealer,HP, ,  AY     P,06/16/25,09:37,629-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,5.65,12,144626IMUNOZ,FAKE_119,301,278,577572,580622,,HP15400-PLM-A02
Delta Dealer,HP, ,  C      P,06/16/25,11:05,629-35191,08200-9022,HEVF-TYPE 1.0,,SLS,2,8.30,15.53,9,143702WBLACK,FAKE_25,307,278,577572,505820,,HP08200-9022
Delta Dealer,HP, ,  AY     P,06/16/25,09:37,630-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.38,12,144626IMUNOZ,FAKE_119,CTR,278,577572,580622,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,11:11,630-35191,19200-RDV-J01,NANCY ALLEN,,SLS,1,150.42,277.77,12,143702WBLACK,FAKE_67,191,121058,143702,159241,,HP19200-RDV-J01
Delta Dealer,HP,,,06/16/25,09:37,631-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,2.53,18,144626IMUNOZ,FAKE_119,BULK,278,577572,580622,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,11:11,631-35191,14400-R9P-A01,BELT (197YU20 DP1),,SLS,1,95.12,176.38,12,143702WBLACK,FAKE_67,192,121058,143702,159241,,HP14400-R9P-A01
Delta Dealer,HP, ,  AY     P,06/16/25,09:37,632-34173,90471-PX4-000,"WASHER, DRAIN (18MM)",,SLS,1,3.71,8.81,12,144626IMUNOZ,FAKE_119,CTR,278,577572,580622,,HP90471-PX4-000
Delta Dealer,HP, ,  AY     P,06/16/25,11:11,632-35191,31110-RLV-A02,"BELT, ALTERNATOR",,SLS,1,39.29,74.03,12,143702WBLACK,FAKE_67,100H,121058,143702,159241,,HP31110-RLV-A02
Delta Dealer,HP, ,  AY     P,06/16/25,09:37,633-34173,90471-59C-000,GASKET (10MM),,SLS,2,2.95,16.01,6,144626IMUNOZ,FAKE_119,228D,278,577572,580622,,HP90471-59C-000
Delta Dealer,HP, ,  C      P,06/16/25,11:11,633-35191,95801-10105-08,"BOLT, FLG (10X105)",,SLS,2,3.30,17.68,3,143702WBLACK,FAKE_67,227B,121058,143702,159241,,HP95801-10105-08
Delta Dealer,HP, ,  Z      P,06/16/25,09:37,634-34173,08200-HCF2,FLUID (HCF-2),,SLS,4,8.27,15.47,9,144626IMUNOZ,FAKE_119,320,278,577572,580622,,HP08200-HCF2
Delta Dealer,HP, ,  Z      P,06/16/25,11:11,634-35191,08CLA-P99-0F0A8,Noble Components,,SLS,1,13.05,23.84,9,143702WBLACK,FAKE_67,305,121058,143702,159241,,HP08CLA-P99-0F0A8
Delta Dealer,HP, ,  C      P,06/16/25,09:47,635-34173,90671-TGG-004,Liberty Supply,,SLS,1,7.75,12.92,6,144626IMUNOZ,FAKE_85,SPORD,6728,143825,322100,,HP90671-TGG-004
Delta Dealer,HP, ,  AY     P,06/16/25,11:11,635-35191,14520-RCA-A01,TENSIONER,,SLS,1,168.03,310.06,12,143702WBLACK,FAKE_67,190,121058,143702,159241,,HP14520-RCA-A01
Delta Dealer,HP, ,  C      P,06/16/25,09:47,636-34173,90671-TGG-004,Liberty Supply,S,RV,-1,7.75,12.92,6,144626IMUNOZ,FAKE_85,SPORD,6728,143825,322100,,HP90671-TGG-004
Delta Dealer,HP, ,  C      O,06/16/25,11:11,636-35191,07AAK-5R7A110,"MEDIA,CARBON CLEANER",,SLS,1,14.23,48.25,6,143702WBLACK,FAKE_67,184,121058,143702,159241,,HP07AAK-5R7A110
Delta Dealer,HP, ,  C      P,06/16/25,09:47,637-34173,90671-TGG-004,Liberty Supply,,SLS,1,7.75,14.92,6,144626IMUNOZ,FAKE_85,SPORD,6728,143825,322100,,HP90671-TGG-004
Delta Dealer,HP,,,06/16/25,11:11,637-35191,891972,JOSHUA ROBERTS,,SLS,1,27.99,51.99,24,143702WBLACK,FAKE_67,186,121058,143702,159241,,HP891972
Delta Dealer,HP, ,  BY     P,06/16/25,09:53,638-34173,17065-R9P-A01,"GASKET, RR.",,RV,-1,13.74,16.50,4,144626IMUNOZ,FAKE_120,115,524188,143702,595580,,HP17065-R9P-A01
Delta Dealer,HP,,,06/16/25,11:12,638-35191,LOJACK,BARBARA MARTINEZ,,SLS,1,135.00,200.10,21,143702WBLACK,FAKE_121,CTR,130184,143702,999006,,HPLOJACK
Delta Dealer,HP, ,  BY     P,06/16/25,09:53,639-34173,17065-R9P-A01,"GASKET, RR.",,SLS,1,13.74,22.99,4,144626IMUNOZ,FAKE_120,115,524188,143702,595580,,HP17065-R9P-A01
Delta Dealer,HP,,,06/16/25,11:12,639-35191,LOJACK,BARBARA MARTINEZ,,SLS,1,135.00,200.10,21,143702WBLACK,FAKE_122,CTR,130184,143702,999006,,HPLOJACK
Delta Dealer,HP, ,  AY     P,06/16/25,09:53,640-34173,17102-RLV-A01,"GSKT, THROTTLE BODY",,RV,-1,6.29,7.56,4,144626IMUNOZ,FAKE_120,191C,524188,143702,595580,,HP17102-RLV-A01
Delta Dealer,HP,,,06/16/25,11:16,640-35191,TINT1,TINT,,SLS,1,35.00,101.00,19,143702WBLACK,FAKE_123,TINT,130184,143702,999006,,HPTINT1
Delta Dealer,HP, ,  AY     P,06/16/25,09:53,641-34173,17102-RLV-A01,"GSKT, THROTTLE BODY",,SLS,1,6.29,10.48,4,144626IMUNOZ,FAKE_120,191C,524188,143702,595580,,HP17102-RLV-A01
Delta Dealer,HP,,,06/16/25,11:16,641-35191,PPF,MARK GREEN,,SLS,1,30.00,50.00,19,143702WBLACK,FAKE_123,PPF,130184,143702,999006,,HPPPF
Delta Dealer,HP, ,  AY     P,06/16/25,09:57,642-34173,72148-S0A-000,BATTERY (CR1616),,SLS,1,3.60,3.96,12,144626IMUNOZ,463640,195B,,577572,547367,,HP72148-S0A-000
Delta Dealer,HP, ,  AY     P,06/16/25,11:17,642-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,10.52,12,143702WBLACK,FAKE_124,301,121058,143702,597582,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,10:01,643-34173,76622-TZ5-A01,"RUB, BLADE (350MM)",,SLS,1,4.14,9.59,12,144626IMUNOZ,FAKE_87,226E,141903,577572,540262,,HP76622-TZ5-A01
Delta Dealer,HP, ,  AY     P,06/16/25,11:17,643-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.72,12,143702WBLACK,FAKE_124,CTR,121058,143702,597582,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,10:12,644-34173,90471-PX4-000,"WASHER, DRAIN (18MM)",,SLS,1,3.71,8.81,12,144626IMUNOZ,FAKE_25,CTR,278,577572,505820,,HP90471-PX4-000
Delta Dealer,HP,,,06/16/25,11:17,644-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,4.70,18,143702WBLACK,FAKE_124,BULK,121058,143702,597582,,HPSAE020
Delta Dealer,HP, ,+ AY     P,06/16/25,10:12,645-34173,94109-20000,"WASHER, DRAIN (20MM)",,SLS,1,0.82,3.51,12,144626IMUNOZ,FAKE_25,CTR,278,577572,505820,,HP94109-20000
Delta Dealer,HP, ,  AY     P,06/16/25,11:17,645-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,5.65,12,143702WBLACK,FAKE_10,301,145747,143702,535884,,HP15400-PLM-A02
Delta Dealer,HP, ,  A      P,06/16/25,10:12,646-34173,08200-9007,"FLUID, DPF II",,SLS,2,6.34,12.10,9,144626IMUNOZ,FAKE_25,302,278,577572,505820,,HP08200-9007
Delta Dealer,HP, ,  AY     P,06/16/25,11:17,646-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.38,12,143702WBLACK,FAKE_10,CTR,145747,143702,535884,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,10:12,647-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,144626IMUNOZ,FAKE_25,301,278,577572,505820,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,11:17,647-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,2.53,18,143702WBLACK,FAKE_10,BULK,145747,143702,535884,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,10:12,648-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,144626IMUNOZ,FAKE_25,CTR,278,577572,505820,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,11:18,648-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,10.52,12,143702WBLACK,FAKE_125,301,140746,143702,440993,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,10:12,649-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,144626IMUNOZ,FAKE_25,BULK,278,577572,505820,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,11:18,649-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.72,12,143702WBLACK,FAKE_125,CTR,140746,143702,440993,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,10:12,650-34173,90471-59C-000,GASKET (10MM),,SLS,1,2.95,16.01,6,144626IMUNOZ,FAKE_25,228D,278,577572,505820,,HP90471-59C-000
Delta Dealer,HP,,,06/16/25,11:18,650-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,4.70,18,143702WBLACK,FAKE_125,BULK,140746,143702,440993,,HPSAE020
Delta Dealer,HP, ,+ AY     P,06/16/25,10:12,651-34173,94109-20000,"WASHER, DRAIN (20MM)",,SLS,1,0.82,3.51,12,144626IMUNOZ,FAKE_25,CTR,278,577572,505820,,HP94109-20000
Delta Dealer,HP, ,  AY     P,06/16/25,11:20,651-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,143702WBLACK,FAKE_126,301,571852,143702,556750,,HP15400-PLM-A02
Delta Dealer,HP, ,  C      P,06/16/25,10:12,652-34173,08200-9022,HEVF-TYPE 1.0,,SLS,9,8.30,15.53,9,144626IMUNOZ,FAKE_25,307,278,577572,505820,,HP08200-9022
Delta Dealer,HP, ,  AY     P,06/16/25,11:20,652-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,143702WBLACK,FAKE_126,CTR,571852,143702,556750,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,10:12,653-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,4.90,12,144626IMUNOZ,FAKE_25,301,278,577572,505820,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,11:20,653-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,143702WBLACK,FAKE_126,BULK,571852,143702,556750,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,10:12,654-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.35,12,144626IMUNOZ,FAKE_25,CTR,278,577572,505820,,HP94109-14000
Delta Dealer,HP,,,06/16/25,11:21,654-35191,TINT1,TINT,,SLS,1,35.00,101.00,19,143702WBLACK,FAKE_127,TINT,130184,143702,999006,,HPTINT1
Delta Dealer,HP,,,06/16/25,10:12,655-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,2.18,18,144626IMUNOZ,FAKE_25,BULK,278,577572,505820,,HPSAE020
Delta Dealer,HP,,,06/16/25,11:21,655-35191,PPF,MARK GREEN,,SLS,1,30.00,50.00,19,143702WBLACK,FAKE_127,PPF,130184,143702,999006,,HPPPF
Delta Dealer,HP, ,  Z      P,06/16/25,10:16,656-34173,04828-T90-A00ZA,"OTR ST, L. *NH900L*",,SLS,1,66.14,167.35,6,144626IMUNOZ,FAKE_64,SPORD,571852,577572,141791,,HP04828-T90-A00ZA
Delta Dealer,HP, ,  AY     P,06/16/25,11:34,656-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,143702WBLACK,FAKE_92,301,141903,143702,141150,,HP15400-PLM-A02
Delta Dealer,HP, ,  Z      P,06/16/25,10:16,657-34173,04828-T90-A00ZA,"OTR ST, L. *NH900L*",S,RV,-1,66.14,167.35,6,144626IMUNOZ,FAKE_64,SPORD,571852,577572,141791,,HP04828-T90-A00ZA
Delta Dealer,HP, ,  AY     P,06/16/25,11:34,657-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,143702WBLACK,FAKE_92,CTR,141903,143702,141150,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,10:19,658-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,144626IMUNOZ,FAKE_128,301,455515,577572,512541,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,11:34,658-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,143702WBLACK,FAKE_92,BULK,141903,143702,141150,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,10:19,659-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,144626IMUNOZ,FAKE_128,CTR,455515,577572,512541,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,11:37,659-35191,15400-PLM-A02,"FILTER, OIL",,RV,-1,5.62,13.79,12,143702WBLACK,FAKE_100,301,278,143702,542263,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,10:19,660-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,144626IMUNOZ,FAKE_128,BULK,455515,577572,512541,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,11:37,660-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,12.30,12,143702WBLACK,FAKE_100,301,278,143702,542263,,HP15400-PLM-A02
